time_iso8601,stars_cumulative
2021-08-04 00:00:00+00:00,1
2022-02-01 00:00:00+00:00,2
2022-06-27 00:00:00+00:00,3
2022-08-08 00:00:00+00:00,4
2023-02-24 00:00:00+00:00,5
2023-10-12 00:00:00+00:00,6
2024-02-20 00:00:00+00:00,7
