url_path,views_total,views_unique
/cicsdev/cics-java-liberty-springboot-jdbc,24,6
/cicsdev/cics-java-liberty-springboot-jdbc/pulls,15,5
/cicsdev/cics-java-liberty-springboot-jdbc/pull/22,8,2
/cicsdev/cics-java-liberty-springboot-jdbc/tree/main,8,1
/cicsdev/cics-java-liberty-springboot-jdbc/tree/main/.github/workflows,7,3
/cicsdev/cics-java-liberty-springboot-jdbc/pull/25,6,2
/cicsdev/cics-java-liberty-springboot-jdbc/compare/ayushi/jdbc,5,1
/cicsdev/cics-java-liberty-springboot-jdbc/blob/main/cics-java-liberty-springboot-jdbc-app/build.gradle,4,3
/cicsdev/cics-java-liberty-springboot-jdbc/pull/22/changes,3,2
/cicsdev/cics-java-liberty-springboot-jdbc/pull/25/changes,3,2
