time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-21 00:00:00+00:00,1,1,1.0,1.0
2025-11-22 00:00:00+00:00,1,1,,
2025-11-27 00:00:00+00:00,5,3,,
2025-11-29 00:00:00+00:00,1,1,,
2025-12-03 00:00:00+00:00,3,3,4.0,1.0
