url_path,views_total,views_unique
/cicsdev/cics-java-recgen,11,8
/cicsdev/cics-java-recgen/tree/main,8,6
/cicsdev/cics-java-recgen/blob/main/blog.md,8,3
/cicsdev/cics-java-recgen/blob/main/src/Cobol/EDUPGM.cbl,3,2
/cicsdev/cics-java-recgen/tree/main/src/Cobol,3,2
/cicsdev/cics-java-recgen/tree/main/projects,2,2
/cicsdev/cics-java-recgen/blob/0b867e1448a1050b9da1966b370b32f966e93fc2/blog.md,2,1
/cicsdev/cics-java-recgen/blob/main/blog-j2c.md,2,1
/cicsdev/cics-java-recgen/commit/0b867e1448a1050b9da1966b370b32f966e93fc2,2,1
/cicsdev/cics-java-recgen/commits/0b867e1448a1050b9da1966b370b32f966e93fc2/blog.md,2,1
