time_iso8601,forks_cumulative
2019-08-27 00:00:00+00:00,1
2020-05-29 00:00:00+00:00,2
2021-01-14 00:00:00+00:00,3
2021-07-04 00:00:00+00:00,4
2022-02-01 00:00:00+00:00,5
2023-02-03 00:00:00+00:00,6
2023-06-07 00:00:00+00:00,7
2024-04-26 00:00:00+00:00,8
2024-06-27 00:00:00+00:00,9
2024-09-10 00:00:00+00:00,10
