time_iso8601,stars_cumulative
2019-05-29 00:00:00+00:00,1
2022-02-01 00:00:00+00:00,2
2023-02-02 00:00:00+00:00,3
2023-02-07 00:00:00+00:00,4
2023-10-12 00:00:00+00:00,6
