time_iso8601,stars_cumulative
2017-03-19 00:00:00+00:00,1
2020-04-19 00:00:00+00:00,2
2021-01-11 00:00:00+00:00,3
2021-01-12 00:00:00+00:00,4
2023-10-12 00:00:00+00:00,5
2024-05-12 00:00:00+00:00,6
2024-12-02 00:00:00+00:00,7
