url_path,views_total,views_unique
/cicsdev/cics-java-jcicsx-samples/tree/main/cics-java-liberty-restapp,20,6
/cicsdev/cics-java-jcicsx-samples/tree/main/mockito-testing-containers-sample,16,3
/cicsdev/cics-java-jcicsx-samples/blob/main/mockito-testing-containers-sample/src/test/java/mockitotests/CurrencyConverterTest.java,14,3
/cicsdev/cics-java-jcicsx-samples/tree/main/cics-java-liberty-restapp/src/main/java/com/ibm/cicsdev/restapp,14,3
/cicsdev/cics-java-jcicsx-samples/tree/main/mockito-testing-containers-sample/src,14,2
/cicsdev/cics-java-jcicsx-samples/tree/main/mockito-testing-containers-sample/src/test/java/mockitotests,13,2
/cicsdev/cics-java-jcicsx-samples/blob/main/char-link-program-sample/src/main/java/sample/CharLinkServlet.java,12,5
/cicsdev/cics-java-jcicsx-samples,11,5
/cicsdev/cics-java-jcicsx-samples/tree/main/cics-java-liberty-restapp/src/main,10,2
/cicsdev/cics-java-jcicsx-samples/tree/main/cics-java-liberty-restapp/src/main/webapp,10,2
