time_iso8601,forks_cumulative
2017-04-19 00:00:00+00:00,1
2017-04-30 00:00:00+00:00,2
2020-11-30 00:00:00+00:00,3
2021-01-12 00:00:00+00:00,4
2021-04-15 00:00:00+00:00,5
2022-01-21 00:00:00+00:00,6
2022-05-19 00:00:00+00:00,7
2022-08-10 00:00:00+00:00,8
2024-01-19 00:00:00+00:00,9
2024-10-19 00:00:00+00:00,10
2024-11-20 00:00:00+00:00,11
