url_path,views_total,views_unique
/cicsdev/cicstg-jca-liberty-sample/blob/main/com/ibm/ctg/samples/liberty/JCAServlet.java,12,4
/cicsdev/cicstg-jca-liberty-sample/tree/main/com/ibm/ctg/samples/liberty,12,3
/cicsdev/cicstg-jca-liberty-sample,9,7
/cicsdev/cicstg-jca-liberty-sample/tree/main/WEB-INF,6,1
/cicsdev/cicstg-jca-liberty-sample/blob/main/server.xml,4,2
/cicsdev/cicstg-jca-liberty-sample/blob/main/WEB-INF/web.xml,4,1
/cicsdev/cicstg-jca-liberty-sample/tree/main/com/ibm/ctg/samples,2,1
/cicsdev/cicstg-jca-liberty-sample/tree/main,1,1
