url_path,views_total,views_unique
/cicsdev/cics-genapp,56,32
/cicsdev/cics-genapp/tree/main/base,34,21
/cicsdev/cics-genapp/tree/main/base/src,13,10
/cicsdev/cics-genapp/blob/main/base/README.md,12,7
/cicsdev/cics-genapp/blob/main/base/Installation.md,10,7
/cicsdev/cics-genapp/blob/main/base/src/lgacdb01.cbl,9,8
/cicsdev/cics-genapp/tree/main,9,8
/cicsdev/cics-genapp/blob/main/base/Testing.md,8,5
/cicsdev/cics-genapp/blob/main/base/Architecture.md,6,4
/cicsdev/cics-genapp/blob/main/MAINTAINERS.md,6,3
