referrer,views_total,views_unique
ibm.com,73,10
Google,50,9
livingmainframe.atlassian.net,24,1
github.com,17,4
statics.teams.cdn.office.net,9,3
Bing,6,1
github.ibm.com,2,2
ph.search.yahoo.com,1,1
