time_iso8601,forks_cumulative
2015-08-11 00:00:00+00:00,1
2015-12-07 00:00:00+00:00,2
2017-05-25 00:00:00+00:00,3
2018-10-08 00:00:00+00:00,4
2021-12-13 00:00:00+00:00,5
