referrer,views_total,views_unique
Google,310,50
github.com,116,36
l.facebook.com,41,9
m.facebook.com,29,9
Bing,19,6
statics.teams.cdn.office.net,18,10
lm.facebook.com,18,8
github.ibm.com,7,4
claude.ai,6,1
chatgpt.com,3,1
