referrer,views_total,views_unique
Google,94,26
github.com,53,20
chatgpt.com,46,6
Bing,19,5
linkedin.com,10,7
com.linkedin.android,7,6
l.messenger.com,6,1
statics.teams.cdn.office.net,5,4
ibm.com,3,1
Yahoo,1,1
