url_path,views_total,views_unique
/cicsdev/cics-java-liberty-jaxws,30,9
/cicsdev/cics-java-liberty-jaxws/fork,9,1
/cicsdev/cics-java-liberty-jaxws/commits/main,8,2
/cicsdev/cics-java-liberty-jaxws/tree/main,8,2
/cicsdev/cics-java-liberty-jaxws/branches,7,2
/cicsdev/cics-java-liberty-jaxws/tree/main/com/ibm/cicsdev,6,2
/cicsdev/cics-java-liberty-jaxws/commit/1fca765523a3ba2b99ea4d3f5739632ad4ef293d,6,1
/cicsdev/cics-java-liberty-jaxws/pulls,5,2
/cicsdev/cics-java-liberty-jaxws/tree/main/com/ibm/cicsdev/bean,4,1
/cicsdev/cics-java-liberty-jaxws/blob/main/blog.md,3,2
