time_iso8601,forks_cumulative
2017-08-09 00:00:00+00:00,2
2020-04-02 00:00:00+00:00,3
2024-02-13 00:00:00+00:00,4
2024-07-27 00:00:00+00:00,5
2024-10-16 00:00:00+00:00,6
2024-11-22 00:00:00+00:00,7
