time_iso8601,stars_cumulative
2018-02-02 00:00:00+00:00,1
2020-02-26 00:00:00+00:00,2
2022-02-01 00:00:00+00:00,3
2023-07-27 00:00:00+00:00,4
2023-10-12 00:00:00+00:00,5
