time_iso8601,forks_cumulative
2017-10-04 00:00:00+00:00,1
2018-06-07 00:00:00+00:00,2
2019-05-10 00:00:00+00:00,3
2019-06-27 00:00:00+00:00,4
2020-06-03 00:00:00+00:00,5
2021-10-12 00:00:00+00:00,6
2024-10-09 00:00:00+00:00,7
