time_iso8601,forks_cumulative
2023-09-11 00:00:00+00:00,1
2023-09-13 00:00:00+00:00,2
2023-10-12 00:00:00+00:00,3
2023-10-30 00:00:00+00:00,4
2023-11-15 00:00:00+00:00,5
2023-11-17 00:00:00+00:00,6
2023-11-23 00:00:00+00:00,7
2023-11-30 00:00:00+00:00,8
2024-05-24 00:00:00+00:00,9
2024-07-24 00:00:00+00:00,10
