time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-28 00:00:00+00:00,,,2,1
2025-01-30 00:00:00+00:00,1.0,1.0,3,2
2025-02-03 00:00:00+00:00,,,3,1
2025-02-07 00:00:00+00:00,,,43,1
2025-02-10 00:00:00+00:00,,,4,1
