url_path,views_total,views_unique
/cicsdev/cics-eventprocessing-java,3,2
/cicsdev/cics-eventprocessing-java/blob/main/cics-eventprocessing-java-bundle/pom.xml,2,1
/cicsdev/cics-eventprocessing-java/blob/main/cics-eventprocessing-java-bundle/src/main/bundleParts/ACCOUNT.evbind,2,1
/cicsdev/cics-eventprocessing-java/blob/main/cics-eventprocessing-java-bundle/src/main/bundleParts/EVNT.transaction,2,1
/cicsdev/cics-eventprocessing-java/tree/main/cics-eventprocessing-java-bundle,2,1
/cicsdev/cics-eventprocessing-java/blob/main/cics-eventprocessing-java-bundle/build.gradle,1,1
/cicsdev/cics-eventprocessing-java/blob/main/cics-eventprocessing-java-bundle/src/main/bundleParts/ACCOUNTADAPTER.epadapter,1,1
/cicsdev/cics-eventprocessing-java/blob/main/cics-eventprocessing-java-webapp/build.gradle,1,1
/cicsdev/cics-eventprocessing-java/blob/main/cics-eventprocessing-java-webapp/pom.xml,1,1
/cicsdev/cics-eventprocessing-java/blob/main/cics-eventprocessing-java-webapp/src/main/java/com/ibm/cicsdev/eventprocessing/EventConsumer.java,1,1
