referrer,views_total,views_unique
Google,78,24
ibm.com,46,4
jira.internal.unicredit.eu,9,1
github.com,3,3
Bing,3,1
m365.cloud.microsoft,2,2
qwant.com,1,1
chatgpt.com,1,1
statics.teams.cdn.office.net,1,1
DuckDuckGo,1,1
