url_path,views_total,views_unique
/cicsdev/cics-java-jcics-samples/blob/main/blog/blog.md,15,13
/cicsdev/cics-java-jcics-samples,15,11
/cicsdev/cics-java-jcics-samples/tree/main/src,14,13
/cicsdev/cics-java-jcics-samples/tree/main/src/Cobol,12,9
/cicsdev/cics-java-jcics-samples/blob/main/src/Cobol/EC01.cbl,10,10
/cicsdev/cics-java-jcics-samples/tree/main/projects/com.ibm.cicsdev.link,9,5
/cicsdev/cics-java-jcics-samples/blob/main/src/Cobol/EDUCHAN.cbl,7,7
/cicsdev/cics-java-jcics-samples/blob/main/projects/com.ibm.cicsdev.vsam/src/com/ibm/cicsdev/vsam/ksds/KsdsExampleCommon.java,6,4
/cicsdev/cics-java-jcics-samples/tree/main/projects/com.ibm.cicsdev.vsam,6,4
/cicsdev/cics-java-jcics-samples/tree/main/projects/com.ibm.cicsdev.vsam/src/com/ibm/cicsdev/vsam,6,4
