time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-19 00:00:00+00:00,,,1,1
2025-08-21 00:00:00+00:00,1.0,1.0,1,1
2025-08-24 00:00:00+00:00,1.0,1.0,1,1
2025-08-26 00:00:00+00:00,,,7,2
2025-08-30 00:00:00+00:00,,,1,1
