time_iso8601,stars_cumulative
2020-11-20 00:00:00+00:00,1
2022-02-01 00:00:00+00:00,2
2022-11-24 00:00:00+00:00,3
2023-03-04 00:00:00+00:00,4
2023-06-22 00:00:00+00:00,5
2023-10-12 00:00:00+00:00,6
