time_iso8601,stars_cumulative
2019-04-11 00:00:00+00:00,1
2021-01-07 00:00:00+00:00,2
2023-10-12 00:00:00+00:00,3
2024-04-06 00:00:00+00:00,4
2024-07-28 00:00:00+00:00,5
