url_path,views_total,views_unique
/cicsdev/cics-java-liberty-springboot-jdbc-multi/pull/7,7,4
/cicsdev/cics-java-liberty-springboot-jdbc-multi/compare/manvi/samples,4,1
/cicsdev/cics-java-liberty-springboot-jdbc-multi,3,1
/cicsdev/cics-java-liberty-springboot-jdbc-multi/pull/8,3,1
/cicsdev/cics-java-liberty-springboot-jdbc-multi/pulls,2,1
/cicsdev/cics-java-liberty-springboot-jdbc-multi/commit/ef46cd3aaaa990ac47380cb450547fb5b1d31b2f,1,1
/cicsdev/cics-java-liberty-springboot-jdbc-multi/commits,1,1
/cicsdev/cics-java-liberty-springboot-jdbc-multi/compare/main...manvi/samples,1,1
/cicsdev/cics-java-liberty-springboot-jdbc-multi/pull/5,1,1
/cicsdev/cics-java-liberty-springboot-jdbc-multi/pull/7/changes,1,1
